
rtarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000401000 <_init>:
  401000:	f3 0f 1e fa          	endbr64 
  402b46:	41 be ff ff ff ff    	mov    $0xffffffff,%r14d
  402b4c:	e9 7a ff ff ff       	jmpq   402acb <submitr+0x193>
  402b51:	4c 8d 05 b8 0b 00 00 	lea    0xbb8(%rip),%r8        # 403710 <trans_char+0xd0>
  402b58:	48 c7 c1 ff ff ff ff 	mov    $0xffffffffffffffff,%rcx
  402b5f:	ba 01 00 00 00       	mov    $0x1,%edx
  402b64:	be 00 20 00 00       	mov    $0x2000,%esi
  402b69:	4c 89 ef             	mov    %r13,%rdi
  402b6c:	b8 00 00 00 00       	mov    $0x0,%eax
  402b71:	e8 ea e8 ff ff       	callq  401460 <__snprintf_chk@plt>
  402b76:	41 be ff ff ff ff    	mov    $0xffffffff,%r14d
  402b7c:	e9 4a ff ff ff       	jmpq   402acb <submitr+0x193>
  402b81:	48 b8 45 72 72 6f 72 	movabs $0x55203a726f727245,%rax
  402b88:	3a 20 55 
  402b8b:	48 ba 6e 61 62 6c 65 	movabs $0x6f7420656c62616e,%rdx
  402b92:	20 74 6f 
  402b95:	49 89 45 00          	mov    %rax,0x0(%r13)
  402b99:	49 89 55 08          	mov    %rdx,0x8(%r13)
  402b9d:	48 b8 20 61 6c 6c 6f 	movabs $0x7461636f6c6c6120,%rax
  402ba4:	63 61 74 
  402ba7:	48 ba 65 20 6d 65 6d 	movabs $0x79726f6d656d2065,%rdx
  402bae:	6f 72 79 
  402bb1:	49 89 45 10          	mov    %rax,0x10(%r13)
  402bb5:	49 89 55 18          	mov    %rdx,0x18(%r13)
  402bb9:	48 b8 20 66 6f 72 20 	movabs $0x636e6520726f6620,%rax
  402bc0:	65 6e 63 
  402bc3:	48 ba 6f 64 65 64 20 	movabs $0x727473206465646f,%rdx
  402bca:	73 74 72 
  402bcd:	49 89 45 20          	mov    %rax,0x20(%r13)
  402bd1:	49 89 55 28          	mov    %rdx,0x28(%r13)
  402bd5:	41 c7 45 30 69 6e 67 	movl   $0x73676e69,0x30(%r13)
  402bdc:	73 
  402bdd:	66 41 c7 45 34 2e 00 	movw   $0x2e,0x34(%r13)
  402be4:	41 be ff ff ff ff    	mov    $0xffffffff,%r14d
  402bea:	e9 dc fe ff ff       	jmpq   402acb <submitr+0x193>
  402bef:	e8 ec e6 ff ff       	callq  4012e0 <__stack_chk_fail@plt>

0000000000402bf4 <init_timeout>:
  402bf4:	f3 0f 1e fa          	endbr64 
  402bf8:	85 ff                	test   %edi,%edi
  402bfa:	74 26                	je     402c22 <init_timeout+0x2e>
  402bfc:	53                   	push   %rbx
  402bfd:	89 fb                	mov    %edi,%ebx
  402bff:	78 1a                	js     402c1b <init_timeout+0x27>
  402c01:	48 8d 35 8f fc ff ff 	lea    -0x371(%rip),%rsi        # 402897 <sigalrm_handler>
  402c08:	bf 0e 00 00 00       	mov    $0xe,%edi
  402c0d:	e8 ee e6 ff ff       	callq  401300 <signal@plt>
  402c12:	89 df                	mov    %ebx,%edi
  402c14:	e8 b7 e6 ff ff       	callq  4012d0 <alarm@plt>
  402c19:	5b                   	pop    %rbx
  402c1a:	c3                   	retq   
  402c1b:	bb 00 00 00 00       	mov    $0x0,%ebx
  402c20:	eb df                	jmp    402c01 <init_timeout+0xd>
  402c22:	c3                   	retq   

0000000000402c23 <init_driver>:
  402c23:	f3 0f 1e fa          	endbr64 
  402c27:	53                   	push   %rbx
  402c28:	48 89 fb             	mov    %rdi,%rbx
  402c2b:	be 01 00 00 00       	mov    $0x1,%esi
  402c30:	bf 0d 00 00 00       	mov    $0xd,%edi
  402c35:	e8 c6 e6 ff ff       	callq  401300 <signal@plt>
  402c3a:	be 01 00 00 00       	mov    $0x1,%esi
  402c3f:	bf 1d 00 00 00       	mov    $0x1d,%edi
  402c44:	e8 b7 e6 ff ff       	callq  401300 <signal@plt>
  402c49:	be 01 00 00 00       	mov    $0x1,%esi
  402c4e:	bf 1d 00 00 00       	mov    $0x1d,%edi
  402c53:	e8 a8 e6 ff ff       	callq  401300 <signal@plt>
  402c58:	66 c7 03 4f 4b       	movw   $0x4b4f,(%rbx)
  402c5d:	c6 43 02 00          	movb   $0x0,0x2(%rbx)
  402c61:	b8 00 00 00 00       	mov    $0x0,%eax
  402c66:	5b                   	pop    %rbx
  402c67:	c3                   	retq   

0000000000402c68 <driver_post>:
  402c68:	f3 0f 1e fa          	endbr64 
  402c6c:	53                   	push   %rbx
  402c6d:	48 89 cb             	mov    %rcx,%rbx
  402c70:	85 d2                	test   %edx,%edx
  402c72:	75 17                	jne    402c8b <driver_post+0x23>
  402c74:	48 85 ff             	test   %rdi,%rdi
  402c77:	74 05                	je     402c7e <driver_post+0x16>
  402c79:	80 3f 00             	cmpb   $0x0,(%rdi)
  402c7c:	75 36                	jne    402cb4 <driver_post+0x4c>
  402c7e:	66 c7 03 4f 4b       	movw   $0x4b4f,(%rbx)
  402c83:	c6 43 02 00          	movb   $0x0,0x2(%rbx)
  402c87:	89 d0                	mov    %edx,%eax
  402c89:	5b                   	pop    %rbx
  402c8a:	c3                   	retq   
  402c8b:	48 89 f2             	mov    %rsi,%rdx
  402c8e:	48 8d 35 b4 0a 00 00 	lea    0xab4(%rip),%rsi        # 403749 <trans_char+0x109>
  402c95:	bf 01 00 00 00       	mov    $0x1,%edi
  402c9a:	b8 00 00 00 00       	mov    $0x0,%eax
  402c9f:	e8 6c e7 ff ff       	callq  401410 <__printf_chk@plt>
  402ca4:	66 c7 03 4f 4b       	movw   $0x4b4f,(%rbx)
  402ca9:	c6 43 02 00          	movb   $0x0,0x2(%rbx)
  402cad:	b8 00 00 00 00       	mov    $0x0,%eax
  402cb2:	eb d5                	jmp    402c89 <driver_post+0x21>
  402cb4:	48 89 ca             	mov    %rcx,%rdx
  402cb7:	e8 7c fc ff ff       	callq  402938 <submitr>
  402cbc:	eb cb                	jmp    402c89 <driver_post+0x21>

0000000000402cbe <check>:
  402cbe:	f3 0f 1e fa          	endbr64 
  402cc2:	89 f8                	mov    %edi,%eax
  402cc4:	c1 e8 1c             	shr    $0x1c,%eax
  402cc7:	74 1d                	je     402ce6 <check+0x28>
  402cc9:	b9 00 00 00 00       	mov    $0x0,%ecx
  402cce:	83 f9 1f             	cmp    $0x1f,%ecx
  402cd1:	7f 0d                	jg     402ce0 <check+0x22>
  402cd3:	89 f8                	mov    %edi,%eax
  402cd5:	d3 e8                	shr    %cl,%eax
  402cd7:	3c 0a                	cmp    $0xa,%al
  402cd9:	74 11                	je     402cec <check+0x2e>
  402cdb:	83 c1 08             	add    $0x8,%ecx
  402cde:	eb ee                	jmp    402cce <check+0x10>
  402ce0:	b8 01 00 00 00       	mov    $0x1,%eax
  402ce5:	c3                   	retq   
  402ce6:	b8 00 00 00 00       	mov    $0x0,%eax
  402ceb:	c3                   	retq   
  402cec:	b8 00 00 00 00       	mov    $0x0,%eax
  402cf1:	c3                   	retq   

0000000000402cf2 <gencookie>:
  402cf2:	f3 0f 1e fa          	endbr64 
  402cf6:	53                   	push   %rbx
  402cf7:	83 c7 01             	add    $0x1,%edi
  402cfa:	e8 21 e7 ff ff       	callq  401420 <srandom@plt>
  402cff:	e8 2c e7 ff ff       	callq  401430 <random@plt>
  402d04:	48 89 c7             	mov    %rax,%rdi
  402d07:	89 c3                	mov    %eax,%ebx
  402d09:	e8 b0 ff ff ff       	callq  402cbe <check>
  402d0e:	85 c0                	test   %eax,%eax
  402d10:	74 ed                	je     402cff <gencookie+0xd>
  402d12:	89 d8                	mov    %ebx,%eax
  402d14:	5b                   	pop    %rbx
  402d15:	c3                   	retq   
  402d16:	66 2e 0f 1f 84 00 00 	nopw   %cs:0x0(%rax,%rax,1)
  402d1d:	00 00 00 

0000000000402d20 <__libc_csu_init>:
  402d20:	f3 0f 1e fa          	endbr64 
  402d24:	41 57                	push   %r15
  402d26:	4c 8d 3d d3 30 00 00 	lea    0x30d3(%rip),%r15        # 405e00 <__frame_dummy_init_array_entry>
  402d2d:	41 56                	push   %r14
  402d2f:	49 89 d6             	mov    %rdx,%r14
  402d32:	41 55                	push   %r13
  402d34:	49 89 f5             	mov    %rsi,%r13
  402d37:	41 54                	push   %r12
  402d39:	41 89 fc             	mov    %edi,%r12d
  402d3c:	55                   	push   %rbp
  402d3d:	48 8d 2d c4 30 00 00 	lea    0x30c4(%rip),%rbp        # 405e08 <__do_global_dtors_aux_fini_array_entry>
  402d44:	53                   	push   %rbx
  402d45:	4c 29 fd             	sub    %r15,%rbp
  402d48:	48 83 ec 08          	sub    $0x8,%rsp
  402d4c:	e8 af e2 ff ff       	callq  401000 <_init>
  402d51:	48 c1 fd 03          	sar    $0x3,%rbp
  402d55:	74 1f                	je     402d76 <__libc_csu_init+0x56>
  402d57:	31 db                	xor    %ebx,%ebx
  402d59:	0f 1f 80 00 00 00 00 	nopl   0x0(%rax)
  402d60:	4c 89 f2             	mov    %r14,%rdx
  402d63:	4c 89 ee             	mov    %r13,%rsi
  402d66:	44 89 e7             	mov    %r12d,%edi
  402d69:	41 ff 14 df          	callq  *(%r15,%rbx,8)
  402d6d:	48 83 c3 01          	add    $0x1,%rbx
  402d71:	48 39 dd             	cmp    %rbx,%rbp
  402d74:	75 ea                	jne    402d60 <__libc_csu_init+0x40>
  402d76:	48 83 c4 08          	add    $0x8,%rsp
  402d7a:	5b                   	pop    %rbx
  402d7b:	5d                   	pop    %rbp
  402d7c:	41 5c                	pop    %r12
  402d7e:	41 5d                	pop    %r13
  402d80:	41 5e                	pop    %r14
  402d82:	41 5f                	pop    %r15
  402d84:	c3                   	retq   
  402d85:	66 66 2e 0f 1f 84 00 	data16 nopw %cs:0x0(%rax,%rax,1)
  402d8c:	00 00 00 00 

0000000000402d90 <__libc_csu_fini>:
  402d90:	f3 0f 1e fa          	endbr64 
  402d94:	c3                   	retq   

Disassembly of section .fini:

0000000000402d98 <_fini>:
  402d98:	f3 0f 1e fa          	endbr64 
  402d9c:	48 83 ec 08          	sub    $0x8,%rsp
  402da0:	48 83 c4 08          	add    $0x8,%rsp
  402da4:	c3                   	retq   
